Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2015-03-30 21:30:00,OTHER OFFENSES,"PROBATION VIOLATION, DV RELATED",Monday,SOUTHERN,"ARREST, BOOKED",5TH ST / HOWARD ST,-122.404934413339,37.781498721321796
2015-03-30 21:30:00,OTHER OFFENSES,RESISTING ARREST,Monday,SOUTHERN,"ARREST, BOOKED",5TH ST / HOWARD ST,-122.404934413339,37.781498721321796
2015-03-30 21:25:00,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH A GUN,Monday,INGLESIDE,NONE,400 Block of PERSIA AV,-122.43243363629,37.7213772561505
2015-03-30 21:17:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,NORTHERN,JUVENILE BOOKED,1300 Block of WEBSTER ST,-122.431046366089,37.7830295716044
2015-03-30 21:15:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,1300 Block of WEBSTER ST,-122.431046366089,37.7830295716044
2015-03-30 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,2800 Block of GREENWICH ST,-122.446474074051,37.7975464686239
2015-03-30 21:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,NORTHERN,NONE,1400 Block of FILLMORE ST,-122.43268094292601,37.782821449014
2015-03-30 21:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,INGLESIDE,NONE,0 Block of PUTNAM ST,-122.41073854825501,37.7389544381864
2015-03-30 21:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,TARAVAL,NONE,500 Block of LAWTON ST,-122.468609761663,37.7583818343839
2015-03-30 21:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,0 Block of POWERS AV,-122.41898502191401,37.7459098392575
2015-03-30 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,2800 Block of GREENWICH ST,-122.446474074051,37.7975464686239
2015-03-30 21:00:00,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Monday,NORTHERN,NONE,GOLDEN GATE AV / WEBSTER ST,-122.430234565273,37.779782426168296
2015-03-30 21:00:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,NORTHERN,NONE,GOLDEN GATE AV / WEBSTER ST,-122.430234565273,37.779782426168296
2015-03-30 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE,17TH AV / LAKE ST,-122.476575644906,37.7861264281348
2015-03-30 21:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,700 Block of ELLIS ST,-122.41856209710501,37.78418470913029
2015-03-30 20:58:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,SOUTHERN,NONE,1100 Block of MARKET ST,-122.413564091744,37.779514030063
2015-03-30 20:58:00,ASSAULT,THREATS AGAINST LIFE,Monday,SOUTHERN,NONE,1100 Block of MARKET ST,-122.413564091744,37.779514030063
2015-03-30 20:57:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,500 Block of BEACH ST,-122.418111096758,37.8070199998601
2015-03-30 20:50:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Monday,SOUTHERN,NONE,800 Block of MARKET ST,-122.407633520742,37.7841893501425
2015-03-30 20:30:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Monday,TARAVAL,NONE,1400 Block of 22ND AV,-122.480070771196,37.7606096787079
2015-03-30 20:30:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,NORTHERN,NONE,2000 Block of UNION ST,-122.43303031166799,37.7973462529678
2015-03-30 20:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,200 Block of JACKSON ST,-122.400116655338,37.796904434651296
2015-03-30 20:20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,1700 Block of CALIFORNIA ST,-122.423178695677,37.7903172966364
2015-03-30 20:15:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,NORTHERN,NONE,2100 Block of FILLMORE ST,-122.43386682459999,37.78938922271779
2015-03-30 20:15:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,BAYVIEW,NONE,22ND ST / ILLINOIS ST,-122.38731627943301,37.758002166458894
2015-03-30 20:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,BAYVIEW,NONE,400 Block of ILLINOIS ST,-122.387970307057,37.7656605700533
2015-03-30 20:15:00,NON-CRIMINAL,LOCATED PROPERTY,Monday,SOUTHERN,NONE,100 Block of 10TH ST,-122.415189726459,37.7746211429886
2015-03-30 20:11:00,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,TENDERLOIN,"ARREST, BOOKED",0 Block of OFARRELL ST,-122.405895369887,37.786734218498296
2015-03-30 20:11:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,TENDERLOIN,"ARREST, BOOKED",0 Block of OFARRELL ST,-122.405895369887,37.786734218498296
2015-03-30 20:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,SOUTHERN,NONE,1000 Block of MISSION ST,-122.40989282029,37.7801134973164
2015-03-30 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,TOWNSEND ST / 3RD ST,-122.39275357357401,37.7788518670227
2015-03-30 20:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,BAYVIEW,NONE,INNES AV / NEWHALL ST,-122.38903332744499,37.7395346503107
2015-03-30 20:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,INGLESIDE,NONE,0 Block of CRESCENT AV,-122.423702325261,37.7352327878159
2015-03-30 20:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE,MISSION ST / 14TH ST,-122.41998344769699,37.768272676361896
2015-03-30 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,1300 Block of DIAMOND ST,-122.435808785092,37.74677210213829
2015-03-30 20:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / HARRISON ST,-122.388485562387,37.789572762563
2015-03-30 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,TAYLOR ST / GREENWICH ST,-122.41449491984301,37.801687433947
2015-03-30 20:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,1300 Block of BUSH ST,-122.41948623404899,37.7887480806774
2015-03-30 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,1300 Block of BUSH ST,-122.41948623404899,37.7887480806774
2015-03-30 20:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,NORTHERN,NONE,1300 Block of BUSH ST,-122.41948623404899,37.7887480806774
2015-03-30 20:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,CENTRAL,NONE,400 Block of STOCKTON ST,-122.406977563692,37.789918101686
2015-03-30 20:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,MISSION,NONE,4800 Block of 25TH ST,-122.44282468363001,37.749086096288295
2015-03-30 19:55:00,NON-CRIMINAL,LOST PROPERTY,Monday,CENTRAL,NONE,STOCKTON ST / GREEN ST,-122.40901700761299,37.7994880717633
2015-03-30 19:45:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,PARK,NONE,1400 Block of SCOTT ST,-122.437674432179,37.7832091367301
2015-03-30 19:45:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,PARK,NONE,1400 Block of SCOTT ST,-122.437674432179,37.7832091367301
2015-03-30 19:45:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Monday,MISSION,"ARREST, BOOKED",3600 Block of 17TH ST,-122.42786496698,37.7629847744546
2015-03-30 19:45:00,ASSAULT,BATTERY,Monday,MISSION,"ARREST, BOOKED",3600 Block of 17TH ST,-122.42786496698,37.7629847744546
2015-03-30 19:45:00,OTHER OFFENSES,RESISTING ARREST,Monday,MISSION,"ARREST, BOOKED",3600 Block of 17TH ST,-122.42786496698,37.7629847744546
2015-03-30 19:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE,900 Block of CLEMENT ST,-122.469243450686,37.7826711066719
2015-03-30 19:45:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,PARK,NONE,1400 Block of SCOTT ST,-122.437674432179,37.7832091367301
2015-03-30 19:45:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,PARK,NONE,1400 Block of SCOTT ST,-122.437674432179,37.7832091367301
2015-03-30 19:45:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,PARK,NONE,1400 Block of SCOTT ST,-122.437674432179,37.7832091367301
2015-03-30 19:30:00,VEHICLE THEFT,STOLEN TRUCK,Monday,TARAVAL,NONE,2600 Block of MORAGA ST,-122.49108370376,37.7555238624651
2015-03-30 19:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,RICHMOND,NONE,11TH AV / CABRILLO ST,-122.46922642841801,37.775124283721
2015-03-30 19:30:00,NON-CRIMINAL,"DEATH REPORT, NATURAL CAUSES",Monday,PARK,NONE,0 Block of WALTER ST,-122.432450783401,37.768384878000795
2015-03-30 19:30:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Monday,RICHMOND,NONE,11TH AV / CABRILLO ST,-122.46922642841801,37.775124283721
2015-03-30 19:26:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,CENTRAL,UNFOUNDED,800 Block of JONES ST,-122.41370505887501,37.7890640478934
2015-03-30 19:20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,10TH ST / HOWARD ST,-122.414370627495,37.7740418385041
2015-03-30 19:15:00,NON-CRIMINAL,LOST PROPERTY,Monday,SOUTHERN,NONE,1800 Block of MARKET ST,-122.423715048532,37.7717810622866
2015-03-30 19:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-03-30 19:00:00,NON-CRIMINAL,LOST PROPERTY,Monday,NORTHERN,NONE,1600 Block of GEARY BL,-122.429629258891,37.784896668192395
2015-03-30 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,GOLDEN GATE AV / GOUGH ST,-122.423732220508,37.7806111466558
2015-03-30 19:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,MISSION,NONE,OAKWOOD ST / 19TH ST,-122.42486339193701,37.7598918837612
2015-03-30 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,40TH AV / IRVING ST,-122.499626599053,37.7625670820977
2015-03-30 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,FOLSOM ST / LANGTON ST,-122.40838337313,37.7763172146255
2015-03-30 19:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,TENDERLOIN,NONE,0 Block of HYDE ST,-122.415342071269,37.7811954441489
2015-03-30 19:00:00,VEHICLE THEFT,STOLEN TRUCK,Monday,INGLESIDE,NONE,0 Block of COVENTRY CT,-122.452459370948,37.7360787461215
2015-03-30 19:00:00,LARCENY/THEFT,PETTY THEFT BICYCLE,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-03-30 18:55:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,400 Block of BRANNAN ST,-122.395985970867,37.77883482056821
2015-03-30 18:53:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,SOUTHERN,NONE,200 Block of KING ST,-122.393110640713,37.77731032196979
2015-03-30 18:50:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,PARK,NONE,1400 Block of 7TH AV,-122.46404477780399,37.7613161836641
2015-03-30 18:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,100 Block of KING ST,-122.390858609124,37.779096360374
2015-03-30 18:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,BAYVIEW,NONE,22ND ST / ILLINOIS ST,-122.38731627943301,37.758002166458894
2015-03-30 18:35:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Monday,BAYVIEW,NONE,22ND ST / ILLINOIS ST,-122.38731627943301,37.758002166458894
2015-03-30 18:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE,300 Block of 31ST AV,-122.49143540263,37.782637642329505
2015-03-30 18:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,2ND ST / BRANNAN ST,-122.39208230532101,37.78184577225729
2015-03-30 18:30:00,NON-CRIMINAL,"AIDED CASE, DOG BITE",Monday,RICHMOND,NONE,JACKSON ST / BAKER ST,-122.44448115434601,37.7912062629101
2015-03-30 18:30:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Monday,NORTHERN,NONE,OCTAVIA ST / LILY ST,-122.424144299156,37.7743414500734
2015-03-30 18:30:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,SOUTHERN,NONE,0 Block of UNITEDNATIONS PZ,-122.41431785788099,37.7799444052046
2015-03-30 18:27:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Monday,SOUTHERN,NONE,200 Block of CLARA ST,-122.403561687186,37.7786012616155
2015-03-30 18:21:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,1100 Block of LOMBARD ST,-122.420468917267,37.8019448217689
2015-03-30 18:20:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Monday,PARK,"ARREST, BOOKED",1400 Block of COLE ST,-122.448969965226,37.7612508132309
2015-03-30 18:20:00,OTHER OFFENSES,RESISTING ARREST,Monday,PARK,"ARREST, BOOKED",1400 Block of COLE ST,-122.448969965226,37.7612508132309
2015-03-30 18:15:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,PARK,PSYCHOPATHIC CASE,400 Block of LYON ST,-122.44278366759,37.7748449214209
2015-03-30 18:15:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, BOOKED",HUDSON AV / REUEL CT,-122.38363911581101,37.73660489716049
2015-03-30 18:15:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE,MARKET ST / VANNESS AV,-122.419257894814,37.7751462916539
2015-03-30 18:10:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE,1000 Block of GREAT HY,-122.510225749052,37.7672442209616
2015-03-30 18:08:00,NON-CRIMINAL,"AIDED CASE, DOG BITE",Monday,RICHMOND,"ARREST, BOOKED",800 Block of 30TH AV,-122.48967738763399,37.773237558348896
2015-03-30 18:00:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Monday,BAYVIEW,"ARREST, BOOKED",2500 Block of MARIN ST,-122.40275678107001,37.74811081228179
2015-03-30 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,900 Block of NORTHPOINT ST,-122.422857719558,37.8054440413944
2015-03-30 18:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,NORTHPOINT ST / MASON ST,-122.413789467437,37.8065526528708
2015-03-30 18:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,OAK ST / GOUGH ST,-122.42260112019,37.7750203945871
2015-03-30 18:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,TARAVAL,NONE,SAN JOSE AV / FARALLONES ST,-122.45217394346001,37.7141042228513
2015-03-30 18:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Monday,MISSION,NONE,1200 Block of HAMPSHIRE ST,-122.407282615949,37.752088965205395
2015-03-30 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,100 Block of COLERIDGE ST,-122.42000112094,37.7433946152786
2015-03-30 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,0 Block of BRONTE ST,-122.410221854229,37.739342840117004
2015-03-30 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,GOUGH ST / SUTTER ST,-122.425050227972,37.7871300371832
2015-03-30 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,1200 Block of WALLER ST,-122.44431061666701,37.7694427864091
2015-03-30 18:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,1200 Block of 11TH AV,-122.46858487568701,37.7648653652411
2015-03-30 18:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,TARAVAL,NONE,1200 Block of 11TH AV,-122.46858487568701,37.7648653652411
2015-03-30 18:00:00,MISSING PERSON,MISSING ADULT,Monday,BAYVIEW,NONE,0 Block of OSCEOLA LN,-122.383187458704,37.7316757960484
2015-03-30 17:56:00,WARRANTS,WARRANT ARREST,Monday,NORTHERN,"ARREST, BOOKED",0 Block of GROVE ST,-122.41742986084999,37.7785349354394
2015-03-30 17:56:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Monday,NORTHERN,"ARREST, BOOKED",0 Block of GROVE ST,-122.41742986084999,37.7785349354394
2015-03-30 17:56:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,NORTHERN,"ARREST, BOOKED",0 Block of GROVE ST,-122.41742986084999,37.7785349354394
2015-03-30 17:48:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,SOUTHERN,NONE,VANNESS AV / MARKET ST,-122.419257894814,37.7751462916539
2015-03-30 17:48:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,CENTRAL,NONE,100 Block of BUSH ST,-122.400180243618,37.791304652924296
2015-03-30 17:45:00,BRIBERY,"DISSUADING WITNESS, VICTIM",Monday,BAYVIEW,"ARREST, BOOKED",2400 Block of KEITH ST,-122.392462785161,37.7258752365346
2015-03-30 17:45:00,ASSAULT,THREATS AGAINST LIFE,Monday,BAYVIEW,"ARREST, BOOKED",2400 Block of KEITH ST,-122.392462785161,37.7258752365346
2015-03-30 17:45:00,WARRANTS,WARRANT ARREST,Monday,BAYVIEW,"ARREST, BOOKED",2400 Block of KEITH ST,-122.392462785161,37.7258752365346
2015-03-30 17:40:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE,500 Block of 16TH AV,-122.47481834531601,37.7776571950449
2015-03-30 17:40:00,ROBBERY,ROBBERY OF A COMMERCIAL ESTABLISHMENT W/ WEAPON,Monday,CENTRAL,NONE,600 Block of KEARNY ST,-122.404593754303,37.7938023834638
2015-03-30 17:33:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,MISSION,"ARREST, BOOKED",24TH ST / MISSION ST,-122.418448186101,37.7522391652625
2015-03-30 17:33:00,OTHER OFFENSES,RESISTING ARREST,Monday,MISSION,"ARREST, BOOKED",24TH ST / MISSION ST,-122.418448186101,37.7522391652625
2015-03-30 17:30:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.46620466789301,37.7725405391593
2015-03-30 17:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,LARKIN ST / NORTHPOINT ST,-122.422008950077,37.8054960276478
2015-03-30 17:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,HOWARD ST / SPEAR ST,-122.392527678393,37.7913099145039
2015-03-30 17:25:00,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,TARAVAL,"ARREST, BOOKED",200 Block of HOWTH ST,-122.45123176558201,37.7202135041305
2015-03-30 17:25:00,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,TARAVAL,"ARREST, BOOKED",200 Block of HOWTH ST,-122.45123176558201,37.7202135041305
2015-03-30 17:22:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,PARK,"ARREST, BOOKED",STANYAN ST / OAK ST,-122.45398162236499,37.7714278595913
2015-03-30 17:20:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,INGLESIDE,NONE,0 Block of VALMAR TR,-122.423926618853,37.726112950665005
2015-03-30 17:05:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,RICHMOND,NONE,0 Block of PRESIDIO TR,-122.460287517414,37.7883125142653
2015-03-30 17:01:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,TARAVAL,NONE,KIRKHAM ST / 48TH AV,-122.48222229285601,37.7595949319925
2015-03-30 17:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-03-30 17:00:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,TENDERLOIN,NONE,0 Block of POWELL ST,-122.407845374111,37.7850943210103
2015-03-30 17:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,1100 Block of FILLMORE ST,-122.432116233695,37.7800304351156
2015-03-30 17:00:00,NON-CRIMINAL,FOUND PROPERTY,Monday,NORTHERN,NONE,1100 Block of FILLMORE ST,-122.432116233695,37.7800304351156
2015-03-30 16:50:00,SUSPICIOUS OCC,UNUSUAL OCCURENCE,Monday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2015-03-30 16:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-03-30 16:45:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,SOUTHERN,NONE,HAWTHORNE ST / FOLSOM ST,-122.397816589532,37.784668065393795
2015-03-30 16:45:00,ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE,Monday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
2015-03-30 16:45:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
2015-03-30 16:45:00,OTHER OFFENSES,PROBATION VIOLATION,Monday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
2015-03-30 16:40:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,CENTRAL,NONE,0 Block of MONTGOMERY ST,-122.40202524497101,37.789579701195706
2015-03-30 16:30:00,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Monday,MISSION,NONE,2000 Block of MISSION ST,-122.41952036788601,37.764228935718
2015-03-30 16:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,NOE ST / MARKET ST,-122.43307515240299,37.76419377902421
2015-03-30 16:24:00,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,PARK,NONE,TURK ST / SCOTT ST,-122.437075560735,37.779868000391296
2015-03-30 16:24:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,PARK,NONE,TURK ST / SCOTT ST,-122.437075560735,37.779868000391296
2015-03-30 16:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,GOLDEN GATE AV / GOUGH ST,-122.423732220508,37.7806111466558
2015-03-30 16:10:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Monday,CENTRAL,NONE,SUTTER ST / KEARNY ST,-122.403846623514,37.7898284156061
2015-03-30 16:10:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,CENTRAL,NONE,700 Block of VALLEJO ST,-122.40979166229299,37.7985083480435
2015-03-30 16:07:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,NORTHERN,JUVENILE BOOKED,1000 Block of FRANCISCO ST,-122.422472490035,37.80356935936121
2015-03-30 16:07:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Monday,NORTHERN,JUVENILE BOOKED,1000 Block of FRANCISCO ST,-122.422472490035,37.80356935936121
2015-03-30 16:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,1500 Block of BAY ST,-122.43253044394,37.8032140328664
2015-03-30 16:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.46620466789301,37.7725405391593
2015-03-30 16:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,RICHMOND,NONE,2300 Block of BUSH ST,-122.435952893201,37.78675801255321
2015-03-30 16:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,TENDERLOIN,NONE,GOLDEN GATE AV / JONES ST,-122.412224164736,37.7820729312029
2015-03-30 16:00:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,TENDERLOIN,JUVENILE BOOKED,100 Block of OFARRELL ST,-122.407244087032,37.7865647607685
2015-03-30 16:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,MISSION,NONE,700 Block of VALENCIA ST,-122.42156932329901,37.760881594955286
2015-03-30 16:00:00,NON-CRIMINAL,FOUND PROPERTY,Monday,PARK,NONE,2600 Block of GEARY BL,-122.446612978839,37.7822458223917
2015-03-30 15:50:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,LOMBARD ST / HYDE ST,-122.419616109671,37.8019942438049
2015-03-30 15:50:00,OTHER OFFENSES,HARASSING PHONE CALLS,Monday,TARAVAL,NONE,1100 Block of TARAVAL ST,-122.478376945939,37.742876813051794
2015-03-30 15:42:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE,100 Block of OTIS ST,-122.420303482492,37.770896885856
2015-03-30 15:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,1100 Block of HOWARD ST,-122.41073297292601,37.7768349106122
2015-03-30 15:30:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Monday,TENDERLOIN,"ARREST, BOOKED",0 Block of GROVE ST,-122.415642487855,37.7788323158792
