"station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","codesum","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed"
2,2014-01-28,"14","5","10","M","-8","7","55"," 0","-","-"," ","0.0","0.00","29.02","30.20","10.1","27","10.7"
1,2014-01-29,"25","14","20","M","-4","15","45"," 0","-","-"," ","M","0.00","29.93","30.11"," 8.0","26","8.4"
2,2014-01-29,"20","9","15","M","-4","10","50"," 0","-","-","SN","  T","  T","28.93","30.09"," 9.4","27","9.6"
1,2014-01-30,"30","13","22","M","2","16","43"," 0","-","-"," ","M","0.00","30.15","30.33"," 6.2","22","6.9"
2,2014-01-30,"25","4","15","M","0","13","50"," 0","-","-"," ","0.0","0.00","29.14","30.30"," 8.5","23","9.2"
1,2014-01-31,"41","20","31","M","15","26","34"," 0","-","-"," ","M","0.00","29.93","30.10"," 6.5","23","7.0"
2,2014-01-31,"35","17","26","M","14","24","39"," 0","-","-"," ","0.0","0.00","28.95","30.09","11.2","25","12.0"
1,2014-02-01,"45","26","36","M","20","30","29"," 0","-","-"," ","M","  T","30.09","30.24"," 3.2","18","4.5"
2,2014-02-01,"42","28","35","11","21","30","30"," 0","0701","1701"," ","0.0","0.00","29.10","30.22"," 6.9","23","8.8"
1,2014-02-02,"50","33","42","M","33","37","23"," 0","-","-","RA BR","M","0.07","29.77","29.94"," 4.4","24","5.2"
2,2014-02-02,"49","34","42","18","34","37","23"," 0","0660","1703","RA","0.0","0.04","28.82","29.94","10.2","26","10.9"
1,2014-02-03,"38","21","30","M","22","28","35"," 0","-","-","SN BR","M","0.01","30.01","30.20"," 3.9","01","4.9"
2,2014-02-03,"34","20","27"," 3","23","26","38"," 0","0659","1704","SN FZFG BR","2.4","0.20","29.01","30.17"," 5.3","01","6.7"
1,2014-02-04,"34","16","25","M","16","23","40"," 0","-","-","BR","M","0.00","30.21","30.39"," 0.9","27","2.2"
2,2014-02-04,"29","17","23","-1","16","22","42"," 0","0658","1705"," ","0.0","0.00","29.21","30.37"," 4.8","30","6.5"
1,2014-02-05,"31","23","27","M","20","24","38"," 0","-","-","SN FG+ FZFG UP","M","0.55","29.83","29.97"," 8.5","02","9.4"
2,2014-02-05,"26","21","24"," 0","20","22","41"," 0","0657","1707","SN FG+ FZFG BR","12.2","1.12","28.82","29.92"," 7.8","03","8.9"
1,2014-02-06,"26","11","19","M","7","16","46"," 0","-","-","HZ","M","  T","29.99","30.20"," 3.0","30","4.7"
2,2014-02-06,"23","11","17","-7","7","15","48"," 0","0656","1708"," ","  T","  T","28.99","30.17"," 5.9","29","7.1"
1,2014-02-07,"29","11","20","M","6","17","45"," 0","-","-","HZ","M","  T","30.03","30.21"," 8.8","24","9.3"
2,2014-02-07,"25","11","18","-7","5","15","47"," 0","0654","1709"," ","0.0","0.00","29.03","30.19","10.0","26","10.3"
1,2014-02-08,"29","13","21","M","1","18","44"," 0","-","-"," ","M","0.00","30.04","30.21"," 6.2","25","7.4"
2,2014-02-08,"23","8","16","-9","0","13","49"," 0","0653","1711"," ","0.0","0.00","29.05","30.20"," 9.0","27","9.4"
1,2014-02-09,"30","20","25","M","12","21","40"," 0","-","-","SN BR","M","0.02","29.94","30.09"," 3.3","02","4.5"
2,2014-02-09,"26","15","21","-4","9","18","44"," 0","0652","1712","SN BR","1.0","0.06","28.94","30.06"," 1.2","25","6.1"
1,2014-02-10,"27","10","19","M","9","19","46"," 0","-","-","SN","M","0.01","29.85","30.05"," 8.0","30","8.7"
2,2014-02-10,"23","11","17","-8","8","14","48"," 0","0651","1713"," ","  T","  T","28.86","30.03","10.9","29","11.7"
1,2014-02-11,"24","4","14","M","0","12","51"," 0","-","-"," ","M","  T","30.11","30.31"," 4.7","30","6.6"
2,2014-02-11,"20","3","12","-13","1","9","53"," 0","0649","1714"," ","0.0","0.00","29.10","30.29"," 9.6","28","10.0"
1,2014-02-12,"28","5","17","M","-3","13","48"," 0","-","-"," ","M","0.00","30.33","30.50"," 0.6","31","2.7"
2,2014-02-12,"23","0","12","-13","-3","10","53"," 0","0648","1716"," ","0.0","0.00","29.30","30.46"," 0.3","28","7.3"
1,2014-02-13,"35","15","25","M","21","25","40"," 0","-","-","RA SN FG+ FZFG BR","M","0.40","29.85","29.88","13.3","03","13.4"
2,2014-02-13,"31","16","24","-1","20","22","41"," 0","0647","1717","FZRA SN FG+ FZFG BR UP","10.5","1.10","28.81","29.81","13.5","04","14.4"
1,2014-02-14,"35","28","32","M","24","30","33"," 0","-","-","RA SN BR UP","M","0.37","28.95","29.20","11.5","27","15.0"
2,2014-02-14,"31","24","28"," 2","23","26","37"," 0","0645","1718","SN BR UP","2.6","0.49","28.07","29.23","16.4","28","19.8"
1,2014-02-15,"36","24","30","M","23","27","35"," 0","-","-","SN BR","M","0.08","29.59","29.73"," 3.8","34","6.9"
2,2014-02-15,"29","22","26"," 0","22","25","39"," 0","0644","1720","SN FZFG BR UP","3.8","0.30","28.59","29.70"," 6.4","35","9.5"
1,2014-02-16,"31","20","26","M","8","21","39"," 0","-","-","UP","M","  T","29.53","29.75","12.3","29","12.8"
2,2014-02-16,"26","16","21","-5","8","17","44"," 0","0643","1721","UP BLSN","  T","  T","28.59","29.76","16.3","29","17.1"
1,2014-02-17,"27","9","18","M","-5","14","47"," 0","-","-"," ","M","0.00","30.03","30.24","10.6","31","10.9"
2,2014-02-17,"25","8","17","-9","-4","11","48"," 0","0641","1722"," ","0.0","0.00","29.03","30.22","11.0","31","11.7"
1,2014-02-18,"30","6","18","M","12","18","47"," 0","-","-","SN FG+ FZFG BR HZ","M","0.46","30.03","30.15"," 3.9","35","5.7"
2,2014-02-18,"26","11","19","-7","9","16","46"," 0","0640","1723","SN FG+ FZFG BR","5.7","0.26","29.00","30.12"," 3.8","35","8.3"
1,2014-02-19,"35","15","25","M","23","27","40"," 0","-","-","RA FZRA SN BR HZ","M","0.14","29.77","29.93"," 1.2","02","5.1"
2,2014-02-19,"31","14","M","M","23","25","M","M","0638","1725","FZRA SN FG+ FZFG BR HZ","3.0","0.26","28.79","29.91"," 1.6","27","8.4"
1,2014-02-20,"46","26","36","M","25","33","29"," 0","-","-","RA SN BR","M","0.27","29.91","30.13"," 7.0","23","8.0"
2,2014-02-20,"43","27","35"," 8","26","31","30"," 0","0637","1726","RA FG+ BR UP","  T","0.13","28.97","30.13"," 8.8","26","10.4"
1,2014-02-21,"40","34","37","M","34","36","28"," 0","-","-","RA FG+ FG BR VCTS","M","0.32","29.81","29.95"," 2.4","08","5.3"
2,2014-02-21,"38","31","35"," 8","34","34","30"," 0","0636","1727","RA FG+ FZFG BR UP","0.0","0.10","28.82","29.91"," 4.8","06","9.5"
1,2014-02-22,"51","31","41","M","25","35","24"," 0","-","-"," ","M","0.00","29.72","29.90","10.5","21","10.9"
2,2014-02-22,"46","30","38","11","24","33","27"," 0","0634","1728"," ","0.0","0.00","28.79","29.91","14.0","23","14.3"
1,2014-02-23,"48","28","38","M","23","34","27"," 0","-","-"," ","M","0.00","29.75","29.91"," 4.3","22","4.6"
2,2014-02-23,"44","33","39","11","23","33","26"," 0","0633","1730"," ","0.0","0.00","28.81","29.90"," 8.6","25","9.2"
1,2014-02-24,"39","22","31","M","11","25","34"," 0","-","-","SN","M","  T","29.62","29.81"," 10.0","28","10.7"
2,2014-02-24,"38","19","29"," 1","9","21","36"," 0","0631","1731"," ","  T","  T","28.67","29.81","16.5","28","16.8"
1,2014-02-25,"28","16","22","M","3","17","43"," 0","-","-"," ","M","0.00","29.77","29.94"," 9.2","27","9.8"
2,2014-02-25,"22","12","17","-11","5","14","48"," 0","0629","1732"," ","0.0","0.00","28.79","29.93","11.7","27","12.1"
1,2014-02-26,"28","12","20","M","0","15","45"," 0","-","-"," ","M","0.00","29.70","29.86"," 8.3","25","9.9"
2,2014-02-26,"24","6","15","-13","0","11","50"," 0","0628","1733"," ","  T","  T","28.70","29.84"," 9.2","27","10.8"
1,2014-02-27,"27","9","18","M","0","14","47"," 0","-","-","SN UP HZ","M","  T","29.58","29.76"," 6.4","26","8.0"
2,2014-02-27,"24","4","14","-15","-1","10","51"," 0","0626","1735","SN BR","0.3","0.02","28.58","29.73"," 8.9","25","12.4"
1,2014-02-28,"24","8","16","M","-9","11","49"," 0","-","-"," ","M","0.00","30.03","30.27"," 7.4","28","7.8"
2,2014-02-28,"19","2","11","-18","-12","6","54"," 0","0625","1736"," ","0.0","0.00","29.03","30.25","11.3","28","11.7"
1,2014-03-01,"35","6","21","M","5","18","44"," 0","-","-"," ","M","  T","30.17","30.31"," 5.3","21","5.3"
2,2014-03-01,"30","4","17","-12","2","16","48"," 0","0623","1737"," ","0.0","0.00","29.16","30.28"," 8.2","22","8.9"
1,2014-03-02,"37","27","32","M","17","28","33"," 0","-","-"," ","M","0.00","29.86","30.03"," 3.6","29","7.2"
2,2014-03-02,"35","24","30"," 0","16","25","35"," 0","0622","1738"," ","0.0","0.00","28.89","30.01"," 7.5","28","9.0"
1,2014-03-03,"27","11","19","M","-2","14","46"," 0","-","-"," ","M","0.00","29.96","30.16"," 8.5","33","8.9"
2,2014-03-03,"24","7","16","-14","-1","12","49"," 0","0620","1739"," ","0.0","0.00","28.95","30.12","10.1","32","10.6"
1,2014-03-04,"28","7","18","M","-4","14","47"," 0","-","-"," ","M","  T","30.14","30.32"," 3.1","26","4.9"
2,2014-03-04,"24","2","13","-17","-3","11","52"," 0","0618","1741"," ","0.0","0.00","29.13","30.29"," 5.4","27","6.2"
1,2014-03-05,"26","13","20","M","12","18","45"," 0","-","-","SN","M","  T","30.16","30.35"," 6.0","02","6.5"
2,2014-03-05,"24","12","18","-13","10","17","47"," 0","0617","1742","SN BR","0.3","0.01","29.13","30.30"," 5.0","03","6.1"
1,2014-03-06,"30","6","18","M","-6","13","47"," 0","-","-"," ","M","0.00","30.42","30.59"," 2.6","36","3.2"
2,2014-03-06,"25","3","14","-17","-9","11","51"," 0","0615","1743"," ","0.0","0.00","29.39","30.55"," 2.6","01","6.0"
1,2014-03-07,"38","6","22","M","11","21","43"," 0","-","-"," ","M","0.00","30.16","30.28"," 1.0","12","2.2"
2,2014-03-07,"34","13","24","-7","10","21","41"," 0","0613","1744"," ","0.0","0.00","29.15","30.24"," 1.9","21","4.0"
1,2014-03-08,"51","22","37","M","21","31","28"," 0","-","-"," ","M","0.00","29.66","29.81"," 4.1","33","4.7"
2,2014-03-08,"48","27","38"," 6","23","32","27"," 0","0612","1745"," ","0.0","0.00","28.69","29.80"," 7.8","30","8.6"
1,2014-03-09,"M","M","M","M","M","M","M","M","-","-"," ","M","0.00","29.75","M"," 6.0","30","7.3"
2,2014-03-09,"36","25","31","-1","11","24","34"," 0","0610","1747"," ","0.0","0.00","28.77","29.89","10.0","30","11.4"
1,2014-03-10,"42","27","35","M","21","30","30"," 0","-","-","SN BR","M","  T","29.62","29.77"," 3.6","22","5.6"
2,2014-03-10,"38","25","32"," 0","20","28","33"," 0","0608","1748","SN","  T","  T","28.65","29.75"," 7.2","23","8.2"
1,2014-03-11,"54","33","44","M","28","37","21"," 0","-","-","BR","M","  T","29.42","29.59"," 4.3","24","6.9"
2,2014-03-11,"52","33","43","10","27","36","22"," 0","0607","1749"," ","0.0","0.00","28.48","29.60","11.9","26","12.7"
1,2014-03-12,"43","34","39","M","33","36","26"," 0","-","-","RA FZRA FG BR HZ","M","0.38","29.34","29.43"," 6.4","03","7.3"
2,2014-03-12,"46","33","40"," 7","31","36","25"," 0","0605","1750","RA FG+ BR UP","0.0","0.48","28.38","29.39"," 6.4","03","8.0"
1,2014-03-13,"34","14","24","M","8","17","41"," 0","-","-","SN FZFG BR UP","M","0.04","29.23","29.49","13.5","32","14.8"
2,2014-03-13,"33","9","21","-12","5","13","44"," 0","0603","1751","SN FG+ FZFG BR UP","3.1","0.16","28.28","29.48","19.4","31","20.0"
1,2014-03-14,"37","12","25","M","7","21","40"," 0","-","-"," ","M","0.00","29.88","30.04"," 8.6","23","9.3"
2,2014-03-14,"34","9","22","-12","8","19","43"," 0","0602","1752"," ","0.0","0.00","28.89","30.03","13.4","23","15.2"
1,2014-03-15,"54","35","45","M","27","36","20"," 0","-","-","RA","M","0.01","29.59","29.76","12.1","24","13.4"
2,2014-03-15,"49","30","40"," 6","28","35","25"," 0","0560","1754","RA","0.0","0.09","28.66","29.78","14.9","25","16.2"
1,2014-03-16,"35","19","27","M","3","21","38"," 0","-","-"," ","M","0.00","29.89","30.09","12.0","29","13.2"
2,2014-03-16,"30","19","25","-9","5","19","40"," 0","0558","1755"," ","  T","  T","28.93","30.08","13.3","30","14.3"
1,2014-03-17,"30","14","22","M","-6","15","43"," 0","-","-","UP","M","  T","29.98","30.16"," 6.2","34","7.1"
2,2014-03-17,"30","11","21","-14","-4","15","44"," 0","0557","1756"," ","0.0","0.00","28.96","30.11"," 4.1","02","5.0"
1,2014-03-18,"38","12","25","M","7","21","40"," 0","-","-"," ","M","0.00","30.12","30.32"," 2.1","03","3.5"
2,2014-03-18,"37","14","26","-9","4","20","39"," 0","0555","1757"," ","0.0","0.00","29.11","30.28"," 2.8","06","4.5"
1,2014-03-19,"42","19","31","M","22","29","34"," 0","-","-","RA BR","M","0.01","30.14","30.26"," 3.4","10","4.9"
2,2014-03-19,"42","23","33","-2","19","28","32"," 0","0553","1758","RA FZRA BR","  T","0.28","29.12","30.21"," 6.4","11","7.8"
1,2014-03-20,"49","34","42","M","30","37","23"," 0","-","-","RA FG BR","M","0.51","29.57","29.70"," 8.4","28","10.9"
2,2014-03-20,"45","30","38"," 3","30","34","27"," 0","0551","1759","FZRA FG FZFG BR","M","0.28","28.62","29.70","10.6","28","13.5"
1,2014-03-21,"43","30","37","M","20","31","28"," 0","-","-"," ","M","0.00","29.67","29.86","13.1","26","13.7"
2,2014-03-21,"37","26","32","-4","20","28","33"," 0","0550","1800"," ","0.0","0.00","28.74","29.89","16.8","28","17.1"
1,2014-03-22,"55","25","40","M","22","32","25"," 0","-","-","RA","M","0.01","29.73","29.89"," 6.9","25","9.1"
2,2014-03-22,"51","23","37"," 1","23","31","28"," 0","0548","1802","RA","0.0","  T","28.77","29.88","11.9","27","15.1"
1,2014-03-23,"43","17","30","M","11","27","35"," 0","-","-"," ","M","0.00","29.80","29.98"," 8.5","30","10.8"
2,2014-03-23,"34","19","27","-10","12","25","38"," 0","0546","1803"," ","0.0","0.00","28.84","29.96","10.7","30","12.0"
1,2014-03-24,"31","14","23","M","-2","17","42"," 0","-","-"," ","M","0.00","29.96","30.13"," 8.5","31","9.8"
2,2014-03-24,"28","11","20","-17","-2","15","45"," 0","0544","1804"," ","0.0","0.00","28.96","30.11"," 9.6","31","10.6"
1,2014-03-25,"38","16","27","M","7","22","38"," 0","-","-"," ","M","0.00","29.93","30.07"," 3.9","21","7.7"
2,2014-03-25,"34","12","23","-14","7","20","42"," 0","0543","1805"," ","0.0","0.00","28.92","30.04"," 4.6","23","7.4"
1,2014-03-26,"33","21","27","M","6","23","38"," 0","-","-"," ","M","0.00","29.59","29.78","17.6","33","19.4"
2,2014-03-26,"31","17","24","-14","5","20","41"," 0","0541","1806"," ","0.0","0.00","28.64","29.78","17.5","33","20.8"
1,2014-03-27,"43","19","31","M","-1","23","34"," 0","-","-"," ","M","0.00","30.06","30.25"," 9.0","27","10.6"
2,2014-03-27,"40","15","28","-10","2","21","37"," 0","0539","1807"," ","0.0","0.00","29.08","M","10.2","27","12.7"
1,2014-03-28,"56","35","46","M","33","40","19"," 0","-","-","RA BR","M","0.03","29.92","30.06"," 9.0","21","9.4"
2,2014-03-28,"51","31","41"," 3","36","39","24"," 0","0538","1808","RA BR","0.0","0.11","28.96","30.06","14.5","23","15.0"
1,2014-03-29,"50","39","45","M","37","41","20"," 0","-","-","RA BR","M","0.56","30.00","30.16"," 6.0","05","9.5"
2,2014-03-29,"50","36","43"," 4","37","40","22"," 0","0536","1810","RA FG BR","0.0","1.04","29.03","30.12"," 6.3","04","11.0"
1,2014-03-30,"40","35","38","M","35","37","27"," 0","-","-","RA BR","M","1.81","29.59","29.74","16.0","03","16.7"
2,2014-03-30,"37","33","35","-4","35","36","30"," 0","0534","1811","RA FG BR","0.0","2.13","28.61","29.68","14.9","04","15.0"
1,2014-03-31,"42","33","38","M","30","34","27"," 0","-","-","RA SN BR","M","0.93","29.68","29.88","11.1","36","11.5"
2,2014-03-31,"37","32","35","-4","29","32","30"," 0","0532","1812","RA BR UP","0.3","0.84","28.71","29.86","13.2","35","13.8"
1,2014-04-01,"55","32","44","M","26","36","21"," 0","-","-"," ","M","0.00","29.88","30.06"," 3.9","03","6.3"
2,2014-04-01,"54","29","42"," 2","27","35","23"," 0","0531","1813"," ","0.0","0.00","28.92","30.05"," 3.4","36","7.7"
1,2014-04-02,"54","28","41","M","29","36","24"," 0","-","-","BR","M","0.00","29.93","30.09"," 3.0","06","3.2"
2,2014-04-02,"55","33","44"," 4","29","38","21"," 0","0529","1814"," ","0.0","0.00","28.97","30.07"," 7.6","25","8.4"
1,2014-04-03,"53","27","40","M","24","34","25"," 0","-","-","BR","M","0.00","29.92","30.10"," 4.3","31","5.6"
2,2014-04-03,"53","32","43"," 3","22","35","22"," 0","0527","1815"," ","0.0","0.00","28.96","30.08"," 6.9","31","9.0"
1,2014-04-04,"47","33","40","M","28","35","25"," 0","-","-","RA BR","M","0.23","29.94","30.09"," 6.3","08","7.7"
2,2014-04-04,"46","33","40","-1","27","34","25"," 0","0526","1816","RA FG BR","0.0","0.13","28.95","30.03"," 6.4","09","7.3"
1,2014-04-05,"51","37","44","M","31","37","21"," 0","-","-","RA BR","M","0.15","29.62","29.79"," 9.5","28","12.0"
2,2014-04-05,"46","31","39","-2","29","35","26"," 0","0524","1817","RA FG+ BR","0.0","0.18","28.67","29.79","10.8","29","13.6"
1,2014-04-06,"56","33","45","M","18","34","20"," 0","-","-"," ","M","0.00","29.90","30.09"," 6.7","29","7.7"
2,2014-04-06,"54","29","42"," 1","18","33","23"," 0","0522","1819"," ","0.0","0.00","28.95","30.10"," 8.9","29","9.4"
1,2014-04-07,"61","32","47","M","24","39","18"," 0","-","-","RA BR","M","0.08","30.00","30.14"," 2.3","13","4.3"
2,2014-04-07,"56","38","47"," 5","24","38","18"," 0","0520","1820","RA FG+ BR","0.0","0.07","29.04","30.11"," 5.1","16","8.4"
1,2014-04-08,"66","43","55","M","44","48","10"," 0","-","-","RA BR","M","0.39","29.34","29.47"," 5.8","23","9.4"
2,2014-04-08,"61","39","50"," 8","43","46","15"," 0","0519","1821","RA FG+ BR","0.0","0.39","28.42","29.47"," 9.5","24","14.2"
1,2014-04-09,"55","36","46","M","23","37","19"," 0","-","-"," ","M","0.00","29.50","29.70"," 9.4","31","10.4"
2,2014-04-09,"54","32","43"," 0","22","35","22"," 0","0517","1822"," ","0.0","0.00","28.57","29.70","11.8","30","12.6"
1,2014-04-10,"62","28","45","M","18","36","20"," 0","-","-"," ","M","0.00","29.90","30.06","10.4","21","10.6"
2,2014-04-10,"58","30","44"," 1","20","35","21"," 0","0515","1823","RA","0.0","  T","28.95","30.07","14.2","23","15.5"
1,2014-04-11,"72","49","61","M","39","49","4"," 0","-","-","RA","M","0.06","29.80","29.96"," 8.7","23","9.4"
2,2014-04-11,"65","44","55","12","40","47","10"," 0","0514","1824","RA BR","0.0","0.06","28.89","29.98"," 9.0","24","10.4"
1,2014-04-12,"69","42","56","M","33","45","9"," 0","-","-"," ","M","0.02","29.94","30.13"," 4.5","27","5.8"
2,2014-04-12,"65","41","53"," 9","33","44","12"," 0","0512","1825"," ","0.0","0.04","29.01","30.14"," 9.8","28","10.6"
1,2014-04-13,"54","40","47","M","37","43","18"," 0","-","-","RA","M","0.01","30.02","30.17"," 5.4","06","5.8"
2,2014-04-13,"68","43","56","12","41","48","9"," 0","0511","1826","RA","0.0","0.06","29.05","30.13"," 9.0","21","11.6"
1,2014-04-14,"78","40","59","M","47","54","6"," 0","-","-"," ","M","0.00","29.78","29.93","13.2","21","13.3"
2,2014-04-14,"71","57","64","20","52","57","1"," 0","0509","1828"," ","0.0","0.00","28.87","29.94","21.2","21","21.7"
1,2014-04-15,"68","40","54","M","54","56","11"," 0","-","-","RA BR HZ","M","0.44","29.57","29.72","11.7","21","15.2"
2,2014-04-15,"60","33","47"," 2","52","53","18"," 0","0507","1829","RA BR UP","0.0","1.16","28.64","29.71","16.0","22","20.3"
1,2014-04-16,"41","28","35","M","17","29","30"," 0","-","-","RA SN BR","M","0.32","30.04","30.30","11.6","33","12.7"
2,2014-04-16,"39","25","32","-13","18","27","33"," 0","0506","1830","SN BR","0.6","0.26","29.08","30.28","12.5","33","13.6"
1,2014-04-17,"41","26","34","M","19","28","31"," 0","-","-"," ","M","0.00","30.59","30.77"," 8.9","05","9.5"
2,2014-04-17,"42","24","33","-12","19","28","32"," 0","0504","1831"," ","0.0","0.00","29.56","30.71"," 8.3","07","9.1"
1,2014-04-18,"45","25","35","M","27","33","30"," 0","-","-"," ","M","0.00","30.34","30.47"," 4.3","07","5.6"
2,2014-04-18,"44","26","35","-11","27","32","30"," 0","0503","1832"," ","0.0","0.00","29.33","30.44"," 3.0","07","6.1"
1,2014-04-19,"61","33","47","M","27","39","18"," 0","-","-"," ","M","0.00","30.08","30.26"," 8.4","32","10.1"
2,2014-04-19,"58","33","46"," 0","27","38","19"," 0","0501","1833"," ","0.0","0.00","29.11","30.25"," 8.5","31","11.4"
1,2014-04-20,"55","31","43","M","21","35","22"," 0","-","-"," ","M","0.00","30.30","30.45"," 2.5","10","4.9"
2,2014-04-20,"55","36","46","-1","19","35","19"," 0","0459","1834"," ","0.0","0.00","29.31","30.43"," 2.2","11","7.8"
1,2014-04-21,"71","34","53","M","23","42","12"," 0","-","-"," ","M","0.00","29.93","30.05"," 7.5","21","7.8"
2,2014-04-21,"68","34","51"," 4","19","39","14"," 0","0458","1835"," ","0.0","0.00","29.00","30.05","10.5","24","11.2"
1,2014-04-22,"76","47","62","M","38","50","3"," 0","-","-","RA","M","0.02","29.47","29.60"," 7.5","20","7.7"
2,2014-04-22,"71","46","59","12","40","49","6"," 0","0456","1837","RA","0.0","0.01","28.56","29.61","12.1","23","12.8"
1,2014-04-23,"57","45","51","M","40","46","14"," 0","-","-","RA BR","M","0.76","29.32","29.50"," 9.9","31","11.4"
2,2014-04-23,"51","41","46","-2","38","43","19"," 0","0455","1838","RA BR","0.0","0.28","28.42","29.52","13.8","31","14.6"
1,2014-04-24,"57","40","49","M","23","38","16"," 0","-","-"," ","M","0.00","29.54","29.74","17.4","32","17.7"
2,2014-04-24,"54","37","46","-2","19","35","19"," 0","0453","1839"," ","0.0","0.00","28.64","29.77","19.8","32","20.0"
1,2014-04-25,"65","37","51","M","25","40","14"," 0","-","-"," ","M","0.00","29.77","29.92"," 1.2","21","5.1"
2,2014-04-25,"62","36","49"," 0","21","38","16"," 0","0452","1840"," ","0.0","0.00","28.83","29.92"," 5.1","27","8.2"
1,2014-04-26,"50","42","46","M","36","41","19"," 0","-","-","RA","M","0.21","29.67","29.84"," 3.1","10","4.1"
2,2014-04-26,"46","39","43","-6","38","40","22"," 0","0451","1841","RA BR","0.0","0.58","28.71","29.80"," 3.2","10","4.3"
1,2014-04-27,"51","40","46","M","38","41","19"," 0","-","-","RA BR","M","0.12","29.78","29.96"," 2.7","01","4.4"
2,2014-04-27,"49","38","44","-5","37","40","21"," 0","0449","1842","RA FG+ FG BR","0.0","0.17","28.82","29.95"," 8.0","33","9.1"
1,2014-04-28,"59","39","49","M","36","43","16"," 0","-","-"," ","M","  T","29.91","30.10"," 6.5","03","9.7"
2,2014-04-28,"59","38","49","-1","34","41","16"," 0","0448","1843"," ","0.0","  T","28.95","30.08"," 7.1","01","10.8"
1,2014-04-29,"45","41","43","M","33","38","22"," 0","-","-","RA","M","  T","30.27","30.47","11.4","07","11.8"
2,2014-04-29,"43","37","40","-10","34","37","25"," 0","0446","1844","RA BR UP","0.0","  T","29.26","30.42","12.0","08","12.3"
1,2014-04-30,"46","40","43","M","36","40","22"," 0","-","-","RA BR","M","0.32","30.32","30.44"," 5.8","09","7.0"
2,2014-04-30,"41","36","39","-12","37","38","26"," 0","0445","1845","RA FG+ FG BR","0.0","1.05","29.30","30.39"," 9.6","08","9.8"
1,2014-05-01,"65","43","54","M","48","50","11"," 0","-","-","RA BR","M","0.54","29.70","29.81"," 1.2","03","3.9"
2,2014-05-01,"66","39","53"," 2","49","50","12"," 0","0444","1847","RA FG+ FG BR","0.0","0.83","28.75","29.81"," 1.6","27","7.7"
1,2014-05-02,"67","45","56","M","38","48","9"," 0","-","-","RA","M","  T","29.54","29.72"," 8.2","26","9.0"
2,2014-05-02,"62","46","54"," 3","38","46","11"," 0","0442","1848"," ","0.0","  T","28.64","29.74"," 8.2","28","9.2"
1,2014-05-03,"67","45","56","M","38","48","9"," 0","-","-","RA","M","  T","29.64","29.79"," 4.7","21","6.4"
2,2014-05-03,"64","42","53"," 1","37","46","12"," 0","0441","1849","RA","0.0","  T","28.71","29.79"," 7.9","24","8.7"
1,2014-05-04,"60","49","55","M","36","46","10"," 0","-","-","RA","M","  T","29.44","29.59","13.3","26","14.3"
2,2014-05-04,"56","45","51","-1","37","44","14"," 0","0440","1850","RA","0.0","0.04","28.54","29.62","18.8","27","19.5"
1,2014-05-05,"64","48","56","M","37","47","9"," 0","-","-"," ","M","0.00","29.58","29.77","10.3","31","11.1"
2,2014-05-05,"58","44","51","-2","37","44","14"," 0","0438","1851"," ","0.0","0.00","28.67","29.79","12.0","32","12.6"
1,2014-05-06,"64","41","53","M","29","43","12"," 0","-","-"," ","M","0.00","29.72","29.90"," 6.5","30","8.0"
2,2014-05-06,"58","40","49","-4","30","42","16"," 0","0437","1852","RA","0.0","0.00","28.80","29.92","10.0","32","10.7"
1,2014-05-07,"69","41","55","M","28","44","10"," 0","-","-"," ","M","0.00","29.96","30.14"," 1.8","29","4.3"
2,2014-05-07,"64","41","53"," 0","24","41","12"," 0","0436","1853"," ","0.0","0.00","29.04","30.16"," 7.4","31","9.1"
1,2014-05-08,"71","41","56","M","35","47","9"," 0","-","-"," ","M","0.00","29.99","30.16"," 2.9","12","4.2"
2,2014-05-08,"64","45","55"," 1","42","49","10"," 0","0435","1854"," ","0.0","0.00","29.06","30.16"," 6.2","24","6.8"
1,2014-05-09,"53","48","51","M","44","47","14"," 0","-","-","RA BR HZ","M","  T","30.04","30.20"," 4.8","05","5.1"
2,2014-05-09,"57","48","53","-1","51","51","12"," 0","0433","1855","RA FG+ FG BR","0.0","  T","29.08","30.17"," 3.0","11","5.8"
1,2014-05-10,"81","52","67","M","57","61","0"," 2","-","-","RA BR HZ","M","0.07","29.72","29.84"," 6.8","23","8.1"
2,2014-05-10,"76","57","67","13","59","61","0"," 2","0432","1856","RA FG+ BR VCTS","0.0","0.45","28.80","29.86","11.0","23","13.0"
1,2014-05-11,"79","57","68","M","34","53","0"," 3","-","-"," ","M","  T","29.73","29.92"," 9.7","27","10.1"
2,2014-05-11,"74","54","64"," 9","36","51","1"," 0","0431","1857"," ","0.0","  T","28.85","29.96","12.1","28","12.5"
1,2014-05-12,"86","52","69","M","39","54","0"," 4","-","-"," ","M","  T","29.88","30.05"," 2.1","30","8.5"
2,2014-05-12,"83","55","69","14","39","54","0"," 4","0430","1859"," ","0.0","0.00","28.98","30.07"," 8.3","27","10.0"
1,2014-05-13,"52","46","49","M","38","44","16"," 0","-","-","RA","M","  T","30.13","30.31"," 6.6","06","6.9"
2,2014-05-13,"58","44","51","-4","39","45","14"," 0","0429","1860"," ","0.0","0.00","29.15","30.26"," 8.1","07","8.3"
1,2014-05-14,"67","45","56","M","44","50","9"," 0","-","-"," ","M","0.00","30.14","30.31"," 3.8","12","4.8"
